n_clusters,cluster,bathAverage,bathScore,chargeScore,description,distance,distanceScore,equipmentAverage,equipmentScore,hotelMiddleCharge,id,kinnennScore,locationAverage,locationScore,mealAverage,mealScore,name,nearestStation,roomAverage,roomScore,serviceAverage,serviceScore,tag,url
1,0,3.7,0.675,0.7138851546,駅至近にもかかわらず、館内は街の喧騒から一線を画し、またインターナショナルな雰囲気です。,0.36,0.851358024691,4.03,0.7575,9100.0,388,1.0,4.66,0.915,4.13,0.7825,ホテルメトロポリタン,池袋,4.07,0.7675,4.07,0.7675,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=388
1,0,4.46,0.865,0.786863837142,美人の湯、熱の湯特徴を持った蒲田黒湯温泉で癒しののひととき。全室LANポート設置。羽田送客プランも有,0.174,0.943209876543,3.74,0.685,7200.0,568,1.0,4.78,0.945,3.27,0.5675,ホテル末広＜東京都＞,蒲田,3.65,0.6625,4.19,0.7975,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=568
1,0,3.94,0.735,0.765700019205,【東京スカイツリー(R)フレンドシップホテル】粋な町・浅草らしさでおもてなし。,0.168,0.946172839506,4.02,0.755,7751.0,570,1.0,4.51,0.8775,4.43,0.8575,浅草ビューホテル,浅草,4.45,0.8625,4.13,0.7825,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=570
1,0,3.91,0.7275,0.782024198195,JR山手線大塚駅南口より徒歩１分！駐車場完備！車派も電車派も◎ワンランク上のウェディングスホテル！,0.059,1.0,4.15,0.7875,7326.0,839,1.0,4.7,0.925,3.94,0.735,ホテル　ベルクラシック東京,大塚（東京）,4.38,0.845,4.26,0.815,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=839
1,0,3.74,0.685,0.560245822931,高層階からは、新宿の夜景満喫。東京ディズニーリゾート（R）へ無料バス有。全室Wi-Fi無料！,0.565,0.75012345679,4.0,0.75,13100.0,930,1.0,4.54,0.885,3.85,0.7125,京王プラザホテル,新宿,4.17,0.7925,4.12,0.78,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=930
1,0,3.92,0.73,0.704513155368,JR他新宿駅南口から徒歩3分。 客室は、全て22階以上！ビジネスやレジャーに絶好のロケーションです,0.4,0.831604938272,4.1,0.775,9344.0,1356,0.0,4.7,0.925,4.16,0.79,小田急ホテルセンチュリーサザンタワー,新宿,4.25,0.8125,4.03,0.7575,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1356
1,0,3.88,0.72,0.283887075091,都庁、新宿中央公園に隣接。　新宿駅より送迎バスあり。,0.852,0.608395061728,4.12,0.78,20295.0,1357,0.0,4.34,0.835,4.04,0.76,ハイアット　リージェンシー　東京,新宿,4.23,0.8075,4.21,0.8025,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1357
1,0,4.08,0.77,0.413174572691,今なら憧れのスイートが30%OFF！11～12月はお得に利用できる日もあるので今すぐ空室検索を,0.918,0.575802469136,3.69,0.6725,16929.0,1404,0.0,4.0,0.75,4.0,0.75,ヒルトン東京,新宿,4.15,0.7875,3.69,0.6725,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1404
1,0,3.79,0.6975,0.897484155944,ＪＲ上野駅から徒歩２分・コンビニまで３０秒と好立地！全館ネット接続可能（無料）☆,0.312,0.875061728395,3.78,0.695,4320.0,1680,1.0,4.48,0.87,4.14,0.785,上野東金屋ホテル,上野,3.91,0.7275,4.17,0.7925,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1680
1,0,3.58,0.645,0.73074707125,東京の主要エリアへ自在にアクセス。,0.3,0.880987654321,3.68,0.67,8661.0,1764,0.0,4.43,0.8575,4.09,0.7725,ホテルユニゾ新橋,新橋,3.97,0.7425,3.83,0.7075,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1764
1,0,4.4,0.85,0.434415210294,六本木まで約17分/東京ディズニーリゾート(R)まで約50分/お台場まで約10分/銀座まで約10分,0.542,0.761481481481,4.36,0.84,16376.0,1799,0.0,4.2,0.8,4.3,0.825,ホテル　インターコンチネンタル東京ベイ,浜松町,4.54,0.885,4.24,0.81,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1799
1,0,3.36,0.59,0.890570386019,西新宿超高層ビル群に隣接。中央公園に面し閑静な環境　都内各所へアクセス至便,1.084,0.493827160494,3.65,0.6625,4500.0,1997,1.0,3.68,0.67,4.11,0.7775,新宿ニューシティホテル,新宿,3.74,0.685,3.76,0.69,true0,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1997
1,0,4.56,0.89,0.602458229307,◆阪急阪神第一ホテルグループ◆　エレガンス＆エクセレンス。ヨーロピアンスタイル。,0.288,0.886913580247,4.18,0.795,12001.0,2876,0.0,4.82,0.955,3.43,0.6075,第一ホテル東京,新橋,4.27,0.8175,4.36,0.84,true1,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2876
1,0,3.54,0.635,0.748454004225,◆阪急阪神第一ホテルグループ◆ 都会の隠れ家をコンセプト、銀座・新橋にも近くて便利。,0.372,0.845432098765,4.0,0.75,8200.0,2877,1.0,4.23,0.8075,3.75,0.6875,第一ホテルアネックス,新橋,3.69,0.6725,3.54,0.635,true2,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2877
