hotelId,relevant,role2
101,1
192,1
223,1
388,0
398,1
462,1
509,0
568,0
570,1
610,1
630,1
658,0
659,0
716,1
767,0
819,1
839,1
858,0
864,1
922,1
930,0
995,1
996,1
1119,1
1128,1
1186,1
1356,0
1357,0
1386,0
1404,0
1500,1
1501,1
1511,1
1556,1
1630,1
1667,0
1680,1
1725,1
1764,0
1770,0
1799,0
1872,0
1927,1
1942,1
1993,1
1996,1
1997,1
2335,1
2465,1
2605,0
2876,0
2877,0
2958,1
4771,0
4778,0
4801,1
4805,1
4819,1
4977,1
5024,1
5041,0
5303,1
5309,1
5385,1
5562,0
5627,1
5729,0
7055,1
7341,1
7342,1
7343,1
7588,1
7599,1
7903,1
8207,1
8290,1
8961,0
9191,1
9518,1
10630,0
10672,1
11039,1
11140,1
11230,1
11275,0
12534,1
14112,1
15812,0
15877,1
15878,1
16373,1
17703,1
17743,1
17938,1
17979,1
18166,1
18246,1
18248,1
18270,1
18297,1
18311,1
18312,1
18319,1
18392,1
18476,1
18739,1
18763,1
19718,0
19745,0
20639,1
25302,0
27972,1
28024,0
28466,1
28484,1
28512,1
28570,1
28894,1
29183,1
29184,1
29229,1
29338,1
29381,0
29764,1
30094,1
31557,1
32060,1
38608,1
38649,1
39144,1
39247,1
39495,1
39581,1
40799,1
40956,0
41042,1
41069,0
41615,1
41703,1
41708,1
41851,1
43759,1
44059,1
44938,0
50703,0
50830,1
50921,1
51734,1
52992,0
54491,1
54885,1
56634,0
56758,0
56917,1
56975,1
67160,1
67299,1
67423,1
67905,1
68565,1
68688,1
69217,1
69292,1
70225,1
70358,1
70659,1
70707,1
70749,1
70793,1
70852,1
72086,1
74604,1
74635,1
74688,1
74696,1
76409,1
76496,0
78211,0
79262,1
79313,1
79388,1
80513,1
80619,1
80759,1
80766,1
80873,1
84558,1
104560,1
104598,1
104599,1
104688,0
104824,1
107778,1
107870,1
107898,1
108143,1
108336,1
108341,1
108351,1
108388,1
108411,1
108416,1
108417,1
108652,1
109008,1
109067,1
129429,1
129459,1
129490,1
129672,1
129907,1
129987,1
130043,1
130166,1
130586,1
134922,1
134923,1
135551,1
135973,1
136122,1
136139,0
136288,1
136820,1
136846,0
137085,0
137869,0
138039,1
140859,1
140984,1
141053,0
141356,1
142811,1
142951,1
143324,1
145305,1
145335,0
145444,1
146557,1
146877,0
146928,1
146993,0
147026,1
147101,1
147111,1
147193,0
