n_clusters,cluster,bathAverage,bathScore,chargeScore,description,distance,distanceScore,equipmentAverage,equipmentScore,hotelMiddleCharge,id,locationAverage,locationScore,mealAverage,mealScore,name,nearestStation,roomAverage,roomScore,serviceAverage,serviceScore,url
5,2,3.96,0.74,0.836489341271,山手線池袋駅北口から徒歩4分！とても便利な立地です。繁華街近ですが、とても静かな環境です。,0.449,0.807407407407,3.84,0.71,5908.0,108416,4.22,0.805,3.85,0.7125,東横イン池袋北口１,池袋,4.27,0.8175,4.22,0.805,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=108416
5,0,4.31,0.8275,0.525676973305,贅沢さより上質さにこだわった美しい和のホテルです。,0.314,0.874074074074,4.24,0.81,14000.0,78211,4.18,0.795,4.21,0.8025,庭のホテル　東京,水道橋,4.44,0.86,4.32,0.83,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=78211
5,2,3.7,0.675,0.7138851546,駅至近にもかかわらず、館内は街の喧騒から一線を画し、またインターナショナルな雰囲気です。,0.36,0.851358024691,4.03,0.7575,9100.0,388,4.66,0.915,4.13,0.7825,ホテルメトロポリタン,池袋,4.07,0.7675,4.07,0.7675,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=388
5,3,3.03,0.5075,0.902093335894,羽田空港、都内へのアクセス良好！ＪＲ蒲田駅東口より徒歩１分の好立地,0.171,0.944691358025,3.35,0.5875,4200.0,5385,4.37,0.8425,4.05,0.7625,グランパークホテル　パネックス東京,蒲田,3.4,0.6,3.43,0.6075,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5385
5,2,3.84,0.71,0.787785673132,★Wi-Fi無料サービス開始★羽田空港・都心・横浜へアクセス抜群★観光、ビジネスの拠点に！★,0.367,0.847901234568,4.05,0.7625,7176.0,109067,4.2,0.8,4.0,0.75,京急ＥＸイン　蒲田,蒲田,4.18,0.795,4.01,0.7525,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=109067
5,0,4.28,0.82,0.45938160169,全室19階以上の高層階から広がる、素晴らしい眺望をお楽しみください。,0.314,0.874074074074,4.15,0.7875,15726.0,11275,4.51,0.8775,4.3,0.825,セルリアンタワー東急ホテル,渋谷,4.51,0.8775,4.29,0.8225,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=11275
5,3,3.99,0.7475,0.890570386019,ＪＲ神田駅（東京駅隣）から徒歩１分。男女大浴場完備。インターネット接続無料（全室有線・無線ＬＡＮ),0.1,0.97975308642,3.36,0.59,4500.0,2958,4.51,0.8775,3.73,0.6825,セントラルホテル＜東京都＞,神田（東京）,3.13,0.5325,3.6,0.65,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2958
5,4,4.24,0.81,0.820741309775,浅草駅から徒歩５分・東京スカイツリーまで徒歩9分！当館は家庭的なご奉仕をモットーとする和風旅館です。,0.981,0.544691358025,3.97,0.7425,6318.0,41615,4.51,0.8775,4.87,0.9675,つるや旅館＜東京都＞,浅草,4.39,0.8475,4.68,0.92,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=41615
5,3,3.79,0.6975,0.897484155944,ＪＲ上野駅から徒歩２分・コンビニまで３０秒と好立地！全館ネット接続可能（無料）☆,0.312,0.875061728395,3.78,0.695,4320.0,1680,4.48,0.87,4.14,0.785,上野東金屋ホテル,上野,3.91,0.7275,4.17,0.7925,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=1680
5,1,3.24,0.56,0.927021317457,全室32型ワイド液晶TVにモデルチェンジ、Ｗｉ－Ｆｉ無料 、光フィバー有線ＬＡＮ完備！,0.362,0.85037037037,3.4,0.6,3551.0,51734,3.91,0.7275,3.24,0.56,ホテルビスタ蒲田東京,蒲田,3.89,0.7225,3.73,0.6825,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=51734
5,1,3.63,0.6575,0.909775302477,2014年4月11日新築オープン！新橋駅徒歩6分！ビジネスにもレジャーにも都心各所へアクセス抜群！,0.47,0.797037037037,3.98,0.745,4000.0,145305,3.9,0.725,3.42,0.605,アパホテル＜新橋　虎ノ門＞,新橋,4.07,0.7675,3.75,0.6875,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=145305
5,3,3.86,0.715,0.909775302477,近所にコンビニ、銀座や汐留・お台場・丸の内どこへ行くにも絶好の立地。観光やビジネスに最適,0.45,0.806913580247,3.93,0.7325,4000.0,79388,3.9,0.725,4.17,0.7925,日比谷シティホテル,新橋,4.0,0.75,4.08,0.77,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=79388
5,1,2.94,0.485,0.905934319186,◆全室高速ＬＡＮ、空気清浄機有完備。一部客室にはＤＶＤプレイヤーもあり。,0.293,0.884444444444,3.33,0.5825,4100.0,2335,3.76,0.69,4.0,0.75,ホテルサンライン蒲田,蒲田,3.56,0.64,3.7,0.675,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2335
5,2,4.31,0.8275,0.786863837142,★西鉄イン蒲田★アートさえ感じる、快適な宿泊空間！,0.267,0.897283950617,3.91,0.7275,7200.0,79262,4.36,0.84,3.64,0.66,西鉄イン蒲田,蒲田,4.26,0.815,4.03,0.7575,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=79262
5,1,2.98,0.495,0.928980218936,シングルからご家族・グループ向けの４名１室のフォースまで幅広いタイプをご用意してお待ちしております。,0.255,0.903209876543,3.61,0.6525,3500.0,5024,3.97,0.7425,3.68,0.67,オリンピックイン神田,神田（東京）,4.05,0.7625,3.8,0.7,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=5024
5,3,3.75,0.6875,0.859804109852,浅草駅より徒歩３分。優雅さと気品に満ちたルーム。本館男性大浴場サウナあり。,0.316,0.873086419753,3.83,0.7075,5301.0,18476,4.57,0.8925,4.0,0.75,浅草セントラルホテル,浅草,3.92,0.73,4.14,0.785,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18476
5,3,3.57,0.6425,0.853082389092,高速インターネット/ＬＡＮケーブル（無料）,0.364,0.849382716049,3.67,0.6675,5476.0,70707,4.53,0.8825,3.89,0.7225,ザ・ビー池袋,池袋,4.01,0.7525,3.68,0.67,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=70707
5,1,3.55,0.6375,0.896331860956,池袋駅北口より徒歩4分★新宿・東京・品川駅へ好アクセス★東京ドームヘ３駅７分★朝食は和洋バイキング,0.387,0.838024691358,3.69,0.6725,4350.0,129459,3.82,0.705,3.42,0.605,アパホテル＜池袋駅北口＞,池袋,3.77,0.6925,3.75,0.6875,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=129459
5,3,3.35,0.5875,0.869829076244,『渋谷駅』から徒歩7分と抜群の立地!!客室は落ち着いた内装となっております。,0.604,0.730864197531,3.77,0.6925,5040.0,18739,4.39,0.8475,3.75,0.6875,渋谷シティホテル,渋谷,4.02,0.755,3.98,0.745,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=18739
5,2,3.98,0.745,0.738083349337,汐留シオサイト、『イタリア街』に建つスタイリッシュホテル。最上階には宿泊者専用の大浴場も完備,0.499,0.782716049383,4.09,0.7725,8470.0,56758,3.72,0.68,4.25,0.8125,三井ガーデンホテル汐留イタリア街（２０１４年４月リニューアル）,浜松町,4.29,0.8225,4.08,0.77,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56758
5,2,3.94,0.735,0.765700019205,【東京スカイツリー(R)フレンドシップホテル】粋な町・浅草らしさでおもてなし。,0.168,0.946172839506,4.02,0.755,7751.0,570,4.51,0.8775,4.43,0.8575,浅草ビューホテル,浅草,4.45,0.8625,4.13,0.7825,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=570
5,0,4.03,0.7575,0.429652391012,贅沢を感じる東京夜景を満喫、東京駅上空の天空ホテル【12時チェックアウト】ワンランク上の東京ステイ,0.333,0.864691358025,4.41,0.8525,16500.0,56634,4.76,0.94,4.06,0.765,ホテルメトロポリタン丸の内,東京,4.38,0.845,4.32,0.83,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=56634
5,2,3.77,0.6925,0.885730747071,駅近なのでビジネスにも観光にも便利です！銀座へは徒歩圏内。2階に大戸屋、１階にコンビニ有！,0.229,0.916049382716,4.02,0.755,4626.0,140984,4.57,0.8925,3.58,0.645,相鉄フレッサイン　新橋日比谷口,新橋,4.05,0.7625,3.97,0.7425,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=140984
5,0,4.56,0.89,0.602458229307,◆阪急阪神第一ホテルグループ◆　エレガンス＆エクセレンス。ヨーロピアンスタイル。,0.288,0.886913580247,4.18,0.795,12001.0,2876,4.82,0.955,3.43,0.6075,第一ホテル東京,新橋,4.27,0.8175,4.36,0.84,http://img.travel.rakuten.co.jp/image/tr/api/hs/dQ4dX/?f_no=2876
